merchant_id,bank_account_number,bank,description,type,registered_capital,industry,operating_status,establishment_date,legal_representative_id
c000229,A011729,1683509,Medium chain restaurant offering casual dining and delivery,Medium,15000000,Food & Beverage,Active,2017/8/12,p009020
c000230,A011830,2367901,Medium Food & Beverage company operating a chain of casual dining restaurants,Medium,15000000,Food & Beverage,Active,2018/6/10,p005370
c000231,A011831,2486137,Medium Food & Beverage company operating a popular local pizzeria,Medium,8000000,Food & Beverage,Active,2015/11/8,p008852
c000232,A011932,3295718,Medium Food & Beverage company operating a local restaurant chain,Medium,12000000,Food & Beverage,Active,2015/7/10,p011541
c000233,A011933,2947806,Medium Food & Beverage company operating a regional chain of family-friendly restaurants,Medium,25000000,Food & Beverage,Active,2016/8/22,p002862
c000234,A012034,5472906,Medium Food & Beverage company operating a popular dim sum restaurant chain,Medium,12000000,Food & Beverage,Active,2016/11/8,p006523
c000235,A012035,2198345,Medium Food & Beverage company operating a regional chain of casual dining restaurants,Medium,15000000,Food & Beverage,Active,2018/5/22,p010489
c000236,A012136,2367901,Small Food & Beverage company operating a single noodle and dumpling stall,Small,1200000,Food & Beverage,Active,2019/8/10,p004403
c000237,A012137,2793615,Large wholesale business specializing in electronics and components,Large,125000000,Manufacturing,Active,2015/11/8,p003921
c000238,A012238,4027316,Medium-sized restaurant chain specializing in regional Chinese cuisine,Medium,35000000,Food & Beverage,Active,2015/11/8,p009955
c000239,A012239,4381267,Medium restaurant chain specializing in Sichuan cuisine,Medium,25000000,Food & Beverage,Active,2017/8/22,p004384
c000240,A012340,3714628,Medium Food & Beverage company operating a chain of fast-casual noodle restaurants,Medium,28000000,Food & Beverage,Active,2018/11/5,p008621
c000241,A012341,5472906,Small Food & Beverage company operating a neighborhood food stall,Small,1200000,Food & Beverage,Active,2021/8/3,p005507
c000242,A012442,1872056,Medium-sized restaurant offering authentic Japanese ramen and sushi,Medium,12000000,Food & Beverage,Active,2017/8/11,p006001
c000243,A012443,3714628,Medium chain restaurant serving regional cuisine and beverages,Medium,18000000,Food & Beverage,Active,2017/8/12,p009849
c000244,A012544,3862507,Medium chain restaurant offering fast casual dining and catering services,Medium,15000000,Food & Beverage,Active,2015/7/22,p005973
c000245,A012545,5286314,Medium-sized chain restaurant offering fast-casual dining and catering services,Medium,12000000,Food & Beverage,Active,2015/8/22,p004874
c000246,A012646,1683509,Medium Food & Beverage company operating a chain of casual dining restaurants,Medium,18000000,Food & Beverage,Active,2015/8/22,p007110
c000247,A012647,3295718,Large wholesale business distributing industrial machinery parts,Large,125000000,Manufacturing,Active,2015/11/3,p005652
c000248,A012748,4027316,Medium chain store selling sports equipment and apparel,Medium,18000000,Retail,Active,2017/8/22,p004739
c000249,A012749,5039472,Medium chain restaurant offering casual dining and takeaway services,Medium,12500000,Food & Beverage,Active,2017/8/14,p002508
c000250,A012850,5286314,Small food & beverage company operating a local coffee shop,Small,3000000,Food & Beverage,Active,2018/5/20,p011125
c000251,A012851,2198345,Medium-sized chain of family-friendly casual dining restaurants,Medium,28000000,Food & Beverage,Active,2016/9/14,p008859
c000252,A012952,2046713,Small Food & Beverage company operating a single coffee and pastry kiosk,Small,2000000,Food & Beverage,Active,2021/7/12,p005974
c000253,A012953,2947806,Small Food & Beverage company operating a popular street food noodle stall,Small,1800000,Food & Beverage,Active,2019/8/12,p006185
c000254,A013054,4528071,Medium chain restaurant offering authentic Sichuan cuisine,Medium,18000000,Food & Beverage,Active,2018/7/12,p003874
c000255,A013055,1398427,Medium chain of casual dining restaurants,Medium,12000000,Food & Beverage,Active,2015/8/22,p007745
c000256,A013156,1683509,Medium Food & Beverage company operating a popular regional noodle restaurant chain,Medium,18000000,Food & Beverage,Active,2017/8/22,p003113
c000257,A013157,1739462,Medium chain restaurant serving regional Chinese cuisine and specialty teas,Medium,20000000,Food & Beverage,Active,2017/8/22,p007249
c000258,A013258,2947806,Medium restaurant chain offering casual dining and takeout,Medium,15000000,Food & Beverage,Active,2018/6/10,p007855
c000259,A013259,3186407,Medium Food & Beverage company operating a popular hotpot restaurant chain,Medium,28000000,Food & Beverage,Active,2017/11/8,p009419
c000260,A013360,1047286,Medium restaurant chain specializing in Sichuan cuisine,Medium,20000000,Food & Beverage,Active,2015/8/22,p012262
c000261,A013361,5286314,Medium restaurant offering casual dining and family meals,Medium,12000000,Food & Beverage,Active,2015/8/22,p006417
c000262,A013462,3714628,Small food and beverage business operating a popular bubble tea and snack stall,Small,2500000,Food & Beverage,Active,2022/8/11,p006153
c000263,A013463,3071954,Medium chain store specializing in sportswear and athletic gear,Medium,18000000,Retail,Active,2018/5/22,p006787
c000264,A013564,3186407,Medium-sized restaurant chain specializing in Sichuan cuisine and hot pot,Medium,25000000,Food & Beverage,Active,2015/8/22,p007682
c000265,A013565,4175902,Medium chain restaurant serving regional cuisine and beverages,Medium,15000000,Food & Beverage,Active,2017/8/22,p012250
c000266,A013666,4381267,Medium restaurant chain specializing in regional Chinese cuisine,Medium,25000000,Food & Beverage,Active,2018/11/5,p008200
c000267,A013667,2657408,Medium Food & Beverage company operating a regional chain of noodle restaurants,Medium,15000000,Food & Beverage,Active,2018/7/12,p004542
c000268,A013768,1683509,Small Food & Beverage company operating a street food stall,Small,1800000,Food & Beverage,Active,2021/8/3,p012479
c000269,A013769,3862507,Medium-sized casual dining restaurant chain,Medium,20000000,Food & Beverage,Active,2018/6/12,p009768
c000270,A013870,1527806,Medium Food & Beverage chain restaurant,Medium,15000000,Food & Beverage,Active,2018/11/5,p006479
c000271,A013871,3581974,Medium restaurant offering regional Chinese cuisine,Medium,15000000,Food & Beverage,Active,2018/7/12,p013277
c000272,A013972,2947806,Medium retail chain specializing in consumer electronics and home appliances,Medium,18000000,Retail,Active,2015/8/11,p012053
c000273,A013973,2367901,Medium Food & Beverage company operating a popular sit-down restaurant,Medium,15000000,Food & Beverage,Active,2017/8/23,p004123
c000274,A014074,5039472,Medium chain of casual dining restaurants specializing in regional Chinese cuisine,Medium,15000000,Food & Beverage,Active,2017/11/8,p011605
c000275,A014075,3295718,Medium Food & Beverage chain operating multiple casual dining restaurants,Medium,20000000,Food & Beverage,Active,2015/8/10,p006419
c000276,A014176,2046713,Medium-sized regional chain of family-friendly casual dining restaurants,Medium,18000000,Food & Beverage,Active,2018/11/5,p005570
c000277,A014177,5286314,Medium chain restaurant offering casual dining and group meals,Medium,15000000,Food & Beverage,Active,2018/7/10,p004121
c000278,A014278,3186407,Medium restaurant chain offering authentic Sichuan cuisine,Medium,15000000,Food & Beverage,Active,2015/8/14,p011248
c000279,A014279,5039472,Medium restaurant chain specializing in regional Chinese cuisine,Medium,28000000,Food & Beverage,Active,2018/5/22,p011991
c000280,A014380,2198345,Medium Food & Beverage company operating a popular family restaurant chain,Medium,15000000,Food & Beverage,Active,2012/7/23,p013393
c000281,A014381,3295718,Large B2B service provider specializing in industrial equipment manufacturing and wholesale,Large,185000000,Manufacturing,Active,2005/11/7,p004628
c000282,A014482,5039472,Medium Food & Beverage company operating a popular casual dining restaurant,Medium,12000000,Food & Beverage,Active,2016/8/22,p009287
c000283,A014483,3295718,Medium chain restaurant offering casual dining and takeaway services,Medium,18000000,Food & Beverage,Active,2015/11/8,p013059
c000284,A014584,5039472,Medium chain restaurant offering regional cuisine and family dining,Medium,18000000,Food & Beverage,Active,2015/8/22,p004881
c000285,A014585,1739462,Medium Food & Beverage company operating a full-service restaurant chain,Medium,15000000,Food & Beverage,Active,2015/7/10,p004333
c000286,A014686,4027316,Medium chain restaurant offering fast-casual Asian cuisine,Medium,15000000,Food & Beverage,Active,2017/8/12,p010544
c000287,A014687,4381267,Medium-sized food and beverage company operating a chain of casual dining restaurants,Medium,15000000,Food & Beverage,Active,2018/6/10,p010557
c000288,A014788,3071954,Medium Food & Beverage company operating a popular chain of casual dining restaurants,Medium,12000000,Food & Beverage,Active,2017/8/14,p009952
c000289,A014789,1683509,Medium Food & Beverage company operating a casual dining restaurant chain,Medium,15000000,Food & Beverage,Active,2015/8/22,p005753
c000290,A014890,3468205,Medium-sized chain restaurant offering regional Chinese cuisine,Medium,32000000,Food & Beverage,Active,2018/11/5,p006557
c000291,A014891,1872056,Medium chain restaurant offering casual dining and takeaway,Medium,28000000,Food & Beverage,Active,2018/6/10,p006699
c000292,A014992,3862507,Medium restaurant chain specializing in regional Chinese cuisine,Medium,18000000,Food & Beverage,Active,2018/7/23,p013581
c000293,A014993,2793615,Medium restaurant chain specializing in regional Chinese cuisine,Medium,18000000,Food & Beverage,Active,2017/8/14,p008613
c000294,A015094,2367901,"Small independent convenience store offering snacks, drinks, and daily essentials",Small,2000000,Retail,Active,2018/7/23,p008864
c000295,A015095,1739462,Medium regional chain of casual dining restaurants,Medium,15000000,Food & Beverage,Active,2017/8/12,p012598
c000296,A015196,4381267,Small convenience store providing daily essentials and snacks,Small,3200000,Retail,Active,2019/11/5,p013769
c000297,A015197,1872056,Medium restaurant chain specializing in Sichuan cuisine,Medium,15000000,Food & Beverage,Active,2018/7/14,p013909
c000298,A015298,5039472,Medium Food & Beverage company operating a popular local restaurant chain,Medium,12000000,Food & Beverage,Active,2016/8/10,p010073
c000299,A015299,4027316,Medium Food & Beverage company operating a chain of casual dining restaurants,Medium,15000000,Food & Beverage,Active,2018/5/12,p005445
c000300,A015400,4175902,Medium chain store specializing in sports apparel and equipment,Medium,18000000,Retail,Active,2015/11/23,p008058
c000301,A015401,1683509,Medium Food & Beverage company operating a regional chain of casual dining restaurants,Medium,28000000,Food & Beverage,Active,2012/7/18,p013359
c000302,A015502,3071954,Medium chain restaurant offering casual dining and takeout,Medium,12000000,Food & Beverage,Active,2018/7/12,p007439
c000303,A015503,1047286,Medium restaurant and bar offering contemporary cuisine and craft cocktails,Medium,12000000,Food & Beverage,Active,2018/7/12,p007666
c000304,A015604,1398427,Medium regional chain of casual dining restaurants,Medium,20000000,Food & Beverage,Active,2017/8/22,p012805
c000305,A015605,5472906,Medium Food & Beverage company operating a full-service family restaurant,Medium,18000000,Food & Beverage,Active,2015/11/3,p011211
c000306,A015706,2947806,Medium Food & Beverage company operating a popular chain of noodle restaurants,Medium,20000000,Food & Beverage,Active,2017/11/8,p014611
c000307,A015707,4027316,Medium chain restaurant specializing in regional Chinese cuisine,Medium,15000000,Food & Beverage,Active,2015/8/12,p014789
c000308,A015808,1527806,Medium Food & Beverage company operating a popular dumpling restaurant chain,Medium,15000000,Food & Beverage,Active,2017/8/22,p009018
c000309,A015809,1739462,Medium restaurant chain specializing in regional Chinese cuisine,Medium,15000000,Food & Beverage,Active,2017/8/12,p005569
